all	0	3512411993	8939601560	0.3929047
all	1	205743479	8939601560	0.0230148
all	2	318788135	8939601560	0.0356602
all	3	134664751	8939601560	0.0150638
all	4	160140232	8939601560	0.0179136
all	5	107323004	8939601560	0.0120053
all	6	108187305	8939601560	0.0121020
all	7	87001169	8939601560	0.0097321
all	8	90959229	8939601560	0.0101749
all	9	79268770	8939601560	0.0088671
all	10	83876213	8939601560	0.0093825
all	11	74264604	8939601560	0.0083074
all	12	70993472	8939601560	0.0079415
all	13	73758061	8939601560	0.0082507
all	14	65767094	8939601560	0.0073568
all	15	58951164	8939601560	0.0065944
all	16	63365133	8939601560	0.0070881
all	17	53596332	8939601560	0.0059954
all	18	55203097	8939601560	0.0061751
all	19	54360373	8939601560	0.0060808
all	20	57614378	8939601560	0.0064448
all	21	54712910	8939601560	0.0061203
all	22	52861193	8939601560	0.0059131
all	23	54221898	8939601560	0.0060654
all	24	49918776	8939601560	0.0055840
all	25	47511386	8939601560	0.0053147
all	26	44796048	8939601560	0.0050110
all	27	49261559	8939601560	0.0055105
all	28	42238923	8939601560	0.0047249
all	29	44393210	8939601560	0.0049659
all	30	43014025	8939601560	0.0048116
all	31	45516207	8939601560	0.0050915
all	32	40681660	8939601560	0.0045507
all	33	42371724	8939601560	0.0047398
all	34	36983694	8939601560	0.0041371
all	35	38800711	8939601560	0.0043403
all	36	39275181	8939601560	0.0043934
all	37	42169935	8939601560	0.0047172
all	38	38796863	8939601560	0.0043399
all	39	40066352	8939601560	0.0044819
all	40	37116324	8939601560	0.0041519
all	41	37604466	8939601560	0.0042065
all	42	36742006	8939601560	0.0041100
all	43	35098693	8939601560	0.0039262
all	44	32934670	8939601560	0.0036841
all	45	31720515	8939601560	0.0035483
all	46	33531582	8939601560	0.0037509
all	47	32129732	8939601560	0.0035941
all	48	31407586	8939601560	0.0035133
all	49	32973197	8939601560	0.0036884
all	50	32890537	8939601560	0.0036792
all	51	30342762	8939601560	0.0033942
all	52	30199861	8939601560	0.0033782
all	53	29590344	8939601560	0.0033100
all	54	28875002	8939601560	0.0032300
all	55	30843570	8939601560	0.0034502
all	56	28726109	8939601560	0.0032134
all	57	26730266	8939601560	0.0029901
all	58	26659439	8939601560	0.0029822
all	59	27849662	8939601560	0.0031153
all	60	25959799	8939601560	0.0029039
all	61	27035551	8939601560	0.0030242
all	62	22654143	8939601560	0.0025341
all	63	25123041	8939601560	0.0028103
all	64	24170183	8939601560	0.0027037
all	65	22258285	8939601560	0.0024899
all	66	21159308	8939601560	0.0023669
all	67	22116351	8939601560	0.0024740
all	68	21631405	8939601560	0.0024197
all	69	20009063	8939601560	0.0022383
all	70	22208097	8939601560	0.0024842
all	71	19852012	8939601560	0.0022207
all	72	19839046	8939601560	0.0022192
all	73	18670769	8939601560	0.0020885
all	74	20727990	8939601560	0.0023187
all	75	18013312	8939601560	0.0020150
all	76	17494777	8939601560	0.0019570
all	77	17663995	8939601560	0.0019759
all	78	16690200	8939601560	0.0018670
all	79	17492085	8939601560	0.0019567
all	80	14584377	8939601560	0.0016314
all	81	15025259	8939601560	0.0016808
all	82	16631095	8939601560	0.0018604
all	83	17607472	8939601560	0.0019696
all	84	15903598	8939601560	0.0017790
all	85	16013746	8939601560	0.0017913
all	86	15373115	8939601560	0.0017197
all	87	16643485	8939601560	0.0018618
all	88	17487358	8939601560	0.0019562
all	89	15615493	8939601560	0.0017468
all	90	13672756	8939601560	0.0015295
all	91	13923056	8939601560	0.0015575
all	92	15309579	8939601560	0.0017126
all	93	14327898	8939601560	0.0016027
all	94	12519441	8939601560	0.0014004
all	95	15366423	8939601560	0.0017189
all	96	14851113	8939601560	0.0016613
all	97	12997012	8939601560	0.0014539
all	98	15549617	8939601560	0.0017394
all	99	12242389	8939601560	0.0013695
all	100	14524178	8939601560	0.0016247
all	101	12693226	8939601560	0.0014199
all	102	13342206	8939601560	0.0014925
all	103	13830200	8939601560	0.0015471
all	104	13145270	8939601560	0.0014705
all	105	13133832	8939601560	0.0014692
all	106	13058090	8939601560	0.0014607
all	107	11701056	8939601560	0.0013089
all	108	11077298	8939601560	0.0012391
all	109	10968608	8939601560	0.0012270
all	110	13518424	8939601560	0.0015122
all	111	10007622	8939601560	0.0011195
all	112	10723718	8939601560	0.0011996
all	113	11056425	8939601560	0.0012368
all	114	10193322	8939601560	0.0011402
all	115	10956172	8939601560	0.0012256
all	116	8682877	8939601560	0.0009713
all	117	9002304	8939601560	0.0010070
all	118	8813516	8939601560	0.0009859
all	119	8059862	8939601560	0.0009016
all	120	8399198	8939601560	0.0009395
all	121	8762566	8939601560	0.0009802
all	122	9437098	8939601560	0.0010557
all	123	8709441	8939601560	0.0009743
all	124	8828514	8939601560	0.0009876
all	125	8605305	8939601560	0.0009626
all	126	8078362	8939601560	0.0009037
all	127	8650854	8939601560	0.0009677
all	128	8381458	8939601560	0.0009376
all	129	8639710	8939601560	0.0009665
all	130	8745621	8939601560	0.0009783
all	131	8223841	8939601560	0.0009199
all	132	8403128	8939601560	0.0009400
all	133	8970975	8939601560	0.0010035
all	134	9333429	8939601560	0.0010441
all	135	9257303	8939601560	0.0010355
all	136	9044483	8939601560	0.0010117
all	137	8350604	8939601560	0.0009341
all	138	8691675	8939601560	0.0009723
all	139	7811185	8939601560	0.0008738
all	140	7670906	8939601560	0.0008581
all	141	7478582	8939601560	0.0008366
